Mode,NormedSpeed
None,-0.27302421652421727
None,-0.18762732128163848
None,-0.14945857509911611
None,-0.1528355694460959
None,-0.18462602448333332
None,-0.2278997190650243
None,-0.2662464563592414
None,-0.28761577807134064
None,-0.2867131702727631
None,-0.2654249637335906
None,-0.2313088207186964
None,-0.19471453024914648
None,-0.1654423722687129
None,-0.1499137008866668
None,-0.1496139519903564
None,-0.16114778329879792
None,-0.1777525416839456
None,-0.1916984716885556
None,-0.19678157163908935
None,-0.19014347557861502
None,-0.1729099153035955
None,-0.14953494105829773
None,-0.12614423065142877
None,-0.10846258098890946
None,-0.10000432552226624
None,-0.10108241345254143
None,-0.10890175803441796
None,-0.11864446907458341
None,-0.12514457977941812
None,-0.12458329730080278
None,-0.11565852738040686
None,-0.09987836654387441
None,-0.08092703861018294
None,-0.06335326029846061
None,-0.05103848669739826
None,-0.045953265614679606
None,-0.047594225374582286
None,-0.05325620803082569
None,-0.05901563904622198
None,-0.061074220340821626
None,-0.05700817457976691
None,-0.04651669492121669
None,-0.031442574170470236
None,-0.015084976652692178
None,-0.0010559104433055275
None,0.007927028122934233
None,0.01091167850153033
None,0.00897029306744419
None,0.004781230710279774
None,0.0016931820552760087
None,0.0025968665921707415
None,0.008981986818245379
None,0.020483993443730447
None,0.03505402657246633
None,0.049675757145784476
None,0.06137510889539389
None,0.06818066133651023
None,0.06972024603777593
None,0.06727006118645482
None,0.06326001139748216
None,0.06041904891103989
None,0.060857499613874266
None,0.06539413159749229
None,0.07334361559205299
None,0.08281887033532988
None,0.09142847296807728
None,0.09712053783467368
None,0.09888303658910114
None,0.09706784094459892
None,0.09323977847076448
None,0.08961549131984908
None,0.08829399123024809
None,0.09054595645229738
None,0.09640187431259029
None,0.10467154155030924
None,0.11337761667655591
None,0.12044567122890894
None,0.12440985823844458
None,0.12489387199605241
None,0.12270919573559573
None,0.1195468562257887
None,0.11737813236023349
None,0.11777627616450806
None,0.12139318953711387
None,0.1277662262736314
None,0.13551265466359017
None,0.14283440875641107
None,0.1481503720173824
None,0.15063343303606955
None,0.15046767726673704
None,0.1487428885070374
None,0.14703270642566754
None,0.14681390325326477
None,0.1489385864382356
None,0.15335005023250683
None,0.15914424847582123
None,0.16495382022752025
None,0.16951431846301238
None,0.17220419315625224
None,0.1733555783428998
None,0.174210907361198
None,0.1765244325609831
None,0.1819351411477191
None,0.19132392170244855
None,0.20438230870388666
None,0.2195561828262568
None,0.23440570273082464
None,0.24628294039185397
None,0.2531182855478739
None,0.2540635317212552
None,0.24977938600489197
None,0.24226604762756174
None,0.23428167437450861
None,0.22852709267502497
None,0.22685188817347923
None,0.2297314081636786
None,0.236177655567261
None,0.24410766403374093
None,0.2510462310034918
None,0.254933741681618
None,0.25477870718480833
None,0.25094828028494803
None,0.24501026563807232
None,0.23918713515335707
None,0.23560794873285795
None,0.23560703247905979
None,0.23929884988146238
None,0.2455640745635957
None,0.252444402206584
None,0.2578089122897399
None,0.2600671652519059
None,0.2586919978194544
None,0.2543812337055036
None,0.24880938101866834
None,0.2440568746874344
None,0.2419102425029273
None,0.24326712185845198
None,0.2478427265913433
None,0.2542724434957163
None,0.2605731736413843
None,0.2648077761247575
None,0.2657313364905063
None,0.26320591467593074
None,0.25824836423775205
None,0.25269723794446064
None,0.24860933650046452
None,0.2475834121579716
None,0.250230239584827
None,0.25595889715631354
None,0.26314613007982907
None,0.2696335705117268
None,0.2733961315011618
None,0.27317595040844955
None,0.26889362432088965
None,0.26172392820545554
None,0.2538299750207289
None,0.24785209342617542
None,0.24631297762911808
None,0.2511102025433614
None,0.26322180927421496
None,0.2826695017822571
None,0.30869716567944744
None,0.3400601331255899
None,0.37530267975159104
None,0.41293054101625715
None,0.45144739343863244
None,0.4892933826017699
None,0.5247722742679206
None,0.556062498652478
None,0.5813725696266066
None,0.5992362327902654
None,0.6088724097292143
None,0.6104875729228493
None,0.6053941016386643
None,0.5958626140305071
None,0.584706682747626
None,0.5746883056416551
None,0.56790068954779
None,0.5653059996413362
None,0.5665695589934171
None,0.5702476239429404
None,0.574279164389368
None,0.5766373780984494
None,0.5759453736569444
None,0.5718703883546362
None,0.5651800213715951
None,0.5574506627306787
None,0.5505283214302659
None,0.5459196929045869
None,0.5443112283731343
None,0.5453696975794551
None,0.5478838863391361
None,0.5501945808117731
None,0.55076590590293
None,0.5487062797494399
None,0.5440661899053366
None,0.5378159846403986
None,0.5315143116591703
None,0.5267808228739771
None,0.5247510771561937
None,0.5256960709828061
None,0.5289324332265755
None,0.533051280855295
None,0.5363870772763714
None,0.5375682617425347
None,0.5359653360541483
None,0.5318878423532599
None,0.526466828815327
None,0.5212650996185851
None,0.5177482226010928
None,0.5167946508428953
None,0.518408539879032
None,0.5217293411699082
None,0.5253317880112474
None,0.527712448520083
None,0.5277973173324876
None,0.5252994066772977
None,0.5208073759763328
None,0.5155779131819025
None,0.5111046615283465
None,0.5086111869764741
None,0.5086398259568592
None,0.5108744263844703
None,0.5142548621757476
None,0.5173421649534344
None,0.5188087595492511
None,0.5178869957869731
None,0.5146245717525754
None,0.5098619226077615
None,0.5049413585741034
None,0.501248444117325
None,0.4997421601451471
None,0.5006330576240815
None,0.5033173592372454
None,0.5065875129397771
None,0.5090459034889565
None,0.5095800949404522
None,0.5077380884900549
None,0.5038770579990259
None,0.49903666170973265
None,0.49458173545078254
None,0.49173708144013933
None,0.4911728621310982
None,0.4927809161142891
None,0.49571663981376896
None,0.49869049674398985
None,0.5004086113152199
None,0.500011948827649
None,0.4973650195809894
None,0.4930970722765793
None,0.48838338977521145
None,0.4845426288350259
None,0.482588135373972
None,0.4828859214533674
None,0.4850347825151357
None,0.488007820376278
None,0.490505556561424
None,0.49139923055786405
None,0.4901130127910414
None,0.48681562490923813
None,0.4823575324862344
None,0.47797684388267925
None,0.47487558401994767
None,0.47381142868394255
None,0.47484371552658655
None,0.47731903695337513
None,0.4800994990850662
None,0.4819540125949707
None,0.4819779840113859
None,0.47989809497297603
None,0.47615916515226725
None,0.4717653125677008
None,0.4679318172148112
None,0.4656683968236865
None,0.4654371170901615
None,0.46700141458837574
None,0.4695161694635847
None,0.47182550411759594
None,0.4728637262138072
None,0.47202006268685137
None,0.4693413845894619
None,0.46550415032641324
None,0.46156745712313685
None,0.45859541067577536
None,0.45728253727230295
None,0.45771485159075975
None,0.45935175347505564
None,0.46123650004360506
None,0.46236237377944983
None,0.46206586497656077
None,0.4603067958223977
None,0.45773268466776623
None,0.45549830892841364
None,0.45489626626671364
None,0.4569211720852051
None,0.4619157119805289
None,0.46942179593557104
None,0.4782924962781868
None,0.4870329125362056
None,0.49426024385863837
None,0.4991317682345196
None,0.501598587687933
None,0.5024002084151634
None,0.502801252202137
None,0.5041578484374456
None,0.5074583846522102
None,0.5129918890301491
None,0.5202543407404693
None,0.5281230704824557
None,0.5352391586411211
None,0.5404678716980807
None,0.5432813368922513
None,0.5439345692179604
None,0.5433764653916888
None,0.5429274922158595
None,0.543834874718867
None,0.5468572320137108
None,0.5520198267018749
None,0.5586225950315721
None,0.5654960817482148
None,0.5714151012525378
None,0.5755256366997201
None,0.5776358911790325
None,0.5782692720855316
None,0.5784595365332056
None,0.5793581818706424
None,0.5817905470089096
None,0.5859169477654113
None,0.5911212207061006
None,0.596172380869538
None,0.5996115153970996
None,0.6002373747485285
None,0.5975274513596509
None,0.5918496910919834
None,0.58438782587595
None,0.5767982541407716
None,0.5707066395961581
None,0.5672074535887305
None,0.5665306735463417
None,0.5679859663638503
None,0.5702035890844291
None,0.5715932058356278
None,0.5708696141953238
None,0.5674722362759377
None,0.5617406925266063
None,0.5547900806354539
None,0.548129580769123
None,0.5431532580639775
None,0.540673921289727
None,0.5406556255081935
None,0.5422331024716374
None,0.5440097562570447
None,0.5445323900413307
None,0.5427819288111806
None,0.538514780907735
None,0.5323405376503492
None,0.5255110878232714
None,0.5194936879172705
None,0.5154731841619329
